2019-03-21 12:36:10,169 [Worker-128] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 12:36:11,187 [Worker-128] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.my.tasks:Ramandeep2008Singh:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\git\MyProjects\MyProjects\pom.xml.
2019-03-21 12:36:12,440 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact org.apache.commons:commons-io:jar:1.3.2 has been relocated to commons-io:commons-io:jar:1.3.2
2019-03-21 12:36:14,168 [Worker-128] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/main/java
2019-03-21 12:36:14,169 [Worker-128] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/main/resources
2019-03-21 12:36:14,169 [Worker-128] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/test/java
2019-03-21 12:36:14,170 [Worker-128] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/test/resources
2019-03-21 12:36:14,533 [Worker-128] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 6 sec
2019-03-21 12:36:15,402 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:36:15,404 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:36:15,408 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:36:15,410 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:36:17,062 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - The artifact org.apache.commons:commons-io:jar:1.3.2 has been relocated to commons-io:commons-io:jar:1.3.2
2019-03-21 12:36:17,346 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:36:17,348 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:36:17,350 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:36:17,351 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\ramandeep.singh.nagi\git\MyProjects\MyProjects\src\test\resources
2019-03-21 12:42:22,756 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:42:22,759 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:42:22,761 [Worker-138] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:42:22,763 [Worker-138] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:42:44,935 [Worker-135] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:42:44,937 [Worker-135] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
